BarackObama,"Happy Hanukkah, everybody, from the Obama family to yours. Chag Sameach!",1
BarackObama,Just got off a call to thank folks who are working hard to help more Americans across the country sign up for health coverage. But it's up to all of us to help spread the word: Sign up through this Friday at,1
BarackObama,Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a lifetime of joy and happiness together.,0
BarackObama,"From the Obama family to yours, we wish you a Happy Thanksgiving full of joy and gratitude.",0
BarackObama,"ME:  Joe, about halfway through the speech, I’m gonna wish you a happy birth--
BIDEN:  IT’S MY BIRTHDAY!
ME:  Joe.
 
Happy birthday to @JoeBiden, my brother and the best vice president anybody could have.",1
BarackObama,"This is what happens when the people vote. Congrats @RalphNortham and @PhilMurphyNJ . And congratulations to all the victors in state legislative, county and mayors' races. Every office in a democracy counts!",1
BarackObama,Every election matters - those who show up determine our future. Go vote tomorrow!,1
BarackObama,May God also grant all of us the wisdom to ask what concrete steps we can take to reduce the violence and weaponry in our midst.,1
BarackObama,"We grieve with all the families in Sutherland Springs harmed by this act of hatred, and we’ll stand with the survivors as they recover...",0
BarackObama,"Starting today, you can sign up for 2018 health coverage. Head on over to and find a plan that meets your needs.",1
BarackObama,Michelle and I are thinking of the victims of today's attack in NYC and everyone who keeps us safe. New Yorkers are as tough as they come.,1
BarackObama,"Hello, #ObamaSummit! Thrilled to host civic leaders in Chicago from all over the world. Follow along at @ObamaFoundation.",1
BarackObama,"I’ll let you and @ladygaga handle the singing, and we’ll handle the donations. There’s still time to give:",1
BarackObama,Tonight the ex-Presidents are getting together in Texas to support all our fellow Americans rebuilding from this year’s hurricanes. Join us.,1
BarackObama,"I'm grateful to @SenJohnMcCain for his lifetime of service to our country. Congratulations, John, on receiving this year's Liberty Medal.",1
BarackObama,Michelle &amp; I are praying for the victims in Las Vegas. Our thoughts are with their families &amp; everyone enduring another senseless tragedy.,0
BarackObama,Proud to cheer on Team USA at the Invictus Games today with my friend Joe. You represent the best of our country.,1
BarackObama,"We're expanding our efforts to help Puerto Rico &amp; the USVI, where our fellow Americans need us right now. Join us at",1
BarackObama,"Prosecutor, soldier, family man, citizen. Beau made us want to be better. What a legacy to leave. What a testament to @JoeBiden.",1
BarackObama,Thinking about our neighbors in Mexico and all our Mexican-American friends tonight. Cuidense mucho y un fuerte abrazo para todos.,1
BarackObama,"Coding is important – and fun. @CSforAll, thanks for your work to make sure every kid can compete in a high-tech, global economy.",1
BarackObama,Michelle and I want the @ObamaFoundation to inspire and empower people to change the world. Here's how we're getting started this fall.,0
BarackObama,We remember everyone we lost on 9/11 and honor all who defend our country and our ideals. No act of terror will ever change who we are.,0
BarackObama,Proud of these McKinley Tech students—inspiring young minds that make me hopeful about our future.,1
BarackObama,Americans always answer the call.,1
BarackObama,"To target hopeful young strivers who grew up here is wrong, because they’ve done nothing wrong. My statement:",0
BarackObama,Thank you to all the first responders and people helping each other out. That's what we do as Americans. Here's one way you can help now.,1
BarackObama,Michelle and I are thinking of the victims and their families in Barcelona. Americans will always stand with our Spanish friends. Un abrazo.,1
BarackObama,"""...For love comes more naturally to the human heart than its opposite."" - Nelson Mandela",1
BarackObama,"""People must learn to hate, and if they can learn to hate, they can be taught to love...""",1
BarackObama,"""No one is born hating another person because of the color of his skin or his background or his religion...""",0
BarackObama,"John McCain is an American hero &amp; one of the bravest fighters I've ever known. Cancer doesn't know what it's up against. Give it hell, John.",0
BarackObama,Health care has always been about something bigger than politics: it's about the character of our country.,1
BarackObama,"Of all that I've done in my life, I'm most proud to be Sasha and Malia's dad. To all those lucky enough to be a dad, Happy Father's Day!",1
BarackObama,"On this National Gun Violence Awareness Day, let your voice be heard and show your commitment to reducing gun violence.",1
BarackObama,Forever grateful for the service and sacrifice of all who fought to protect our freedoms and defend this country we love.,1
BarackObama,Good to see my friend Prince Harry in London to discuss the work of our foundations &amp; offer condolences to victims of the Manchester attack.,1
BarackObama,"Through faith, love, and resolve the character of the people of Manchester has shown itself.  Our thoughts &amp; prayers are with you.",1
BarackObama,Our hearts go out to those killed and wounded in Manchester. Americans will always stand shoulder to shoulder with the people of the UK.,0
BarackObama,"Excited to hear from Sierra, Imani, Filiz, and Benedikt who are making a difference at home and abroad. See you in Berlin!",1
BarackObama,"Happy Mother's Day to my love and partner on this journey @MichelleObama, and to all the wonderful, hardworking mothers out there.",1
BarackObama,"We're rolling up our sleeves again, back where it all started. Join us at",1
BarackObama,"Well said, Jimmy. That's exactly why we fought so hard for the ACA, and why we need to protect it for kids like Billy. And congratulations!",1
BarackObama,My heart goes out to the victims and their families in London. No act of terror can shake the strength and resilience of our British ally.,0
BarackObama,"Chuck Berry rolled over everyone who came before him – and turned up everyone who came after.  We'll miss you, Chuck.  Be good.",1
BarackObama,"On International Women’s Day, @MichelleObama and I are inspired by all of you who embrace your power to drive change.",1
BarackObama,Humbled to be recognized by a family with a legacy of service. Who's your #ProfileInCourage? Tell me about them:,1
BarackObama,We asked. You answered.,1
BarackObama,"Happy Valentine’s Day, @michelleobama! Almost 28 years with you, but it always feels new.",1
BarackObama,I read letters like these every single day. It was one of the best parts of the job – hearing from you.,1
BarackObama,"In the meantime, I want to hear what you're thinking about the road ahead. So share your ideas with me here:",1
BarackObama,"Hi everybody! Back to the original handle. Is this thing still on? Michelle and I are off on a quick vacation, then we’ll get back to work.",0
BarackObama,"Tonight, President Obama reflects on eight years of progress. Watch the #FarewellAddress at 9 pm ET: #ObamaFarewell",1
BarackObama,"In the weekly address, President Obama discusses what #Obamacare has done to improve health care.",1
BarackObama,"Let's keep working to keep our economy on a better, stronger course.",1
BarackObama,The landmark #ParisAgreement enters into force today—we must keep up the momentum to #ActOnClimate.,1
BarackObama,"The economy added 161,000 jobs in October, and wages are up 2.8 percent over the past year. #JobsReport",1
BarackObama,There are a lot of plans out there. Check your options and lock in the one that's best for you: #GetCovered,1
BarackObama,"The positive impact of #Obamacare is undeniable, but there's one big factor holding many states back:",1
BarackObama,Tens of millions of Americans have benefited from #Obamacare. Make sure you're one of them. #GetCovered,1
BarackObama,"Thanks to #Obamacare, quality health care is available to everyone. The marketplace is now open—make sure you and your family #GetCovered.",1
BarackObama,Community organizing never goes out of style. Shop now:,0
BarackObama,"With #Obamacare, people can focus on treatment for pre-existing conditions without the fear of coverage being capped or denied. #GetCovered",1
BarackObama,"The Obamacare marketplace is now open. If you're uninsured, now is the time to shop for a plan and #GetCovered.",1
BarackObama,Lions and Tiggers and bears! Oh my! #HappyHalloween,1
BarackObama,Usted y su familia merecen la tranquilidad de saber que están cubiertos. El mercado de seguros abre mañana.,1
BarackObama,"Speak up in support of quality, affordable health care for all.",1
BarackObama,There's nothing to be scared of when searching for health insurance. Three in four people can #GetCovered for less than $75 a month.,0
BarackObama,Open enrollment begins tomorrow—make sure you and your loved ones #GetCovered.,1
BarackObama,Senate leaders' obstruction of our Supreme Court nomination process is unacceptable. Say so: #DoYourJob,1
BarackObama,Senate leaders should put the common good above politics—the integrity of our nation's highest court depends on it. #DoYourJob,1
BarackObama,Don't ghost on your health and well-being—your chance to #GetCovered is coming up. Open enrollment starts November 1.,0
BarackObama,Climate change is happening now. Denial is dangerous.,0
BarackObama,"If you're willing to work hard and play by the rules, you should be able to get ahead.",1
BarackObama,President Obama lays out just a few of the ways in which #Obamacare has helped millions of Americans.,1
BarackObama,New report: Renewable energy installations are beating fossil fuel installations for the first time. #ActOnClimate,1
BarackObama,Obamacare has helped millions of Americans gain the peace of mind that comes with coverage. Show your support:,1
BarackObama,"This is what happens when we focus on building an economy that works for everyone, not just those at the top.",0
BarackObama,"No one's too wrapped up in pre-existing conditions to #GetCovered. 
Thanks to Obamacare, you can find a plan that meets your needs.",1
BarackObama,Help protect the progress we've made in helping millions of Americans get covered. Add your name now:,1
BarackObama,DYK: Most people can find a plan for less than $75 per month. Open enrollment starts on November 1. #GetCovered,1
BarackObama,"Women, the sick, survivors—they all deserve fair treatment in our health care system. #Obamacare",0
BarackObama,Don't get tripped up by misinformation. Join the @OFA Truth Team today:,0
BarackObama,Be proud of the progress we've made together—wear the mark of this movement.,1
BarackObama,Strong policies that help working families get ahead are good for our economy.,1
BarackObama,The four-week average of jobless claims fell to the lowest level since 1973—a sign of a healthy labor market.,0
BarackObama,"Since 2010, America's uninsured rate has been cut in half. Help build on that progress—join Team #Obamacare today:",0
BarackObama,"Health care is a right, not a privilege—and #Obamacare works to protect that right for millions of Americans.",0
BarackObama,Don't get tripped up by misinformation. Join the @OFA Truth Team today:,0
BarackObama,Being able to stay on a parent's plan enables millions of young adults to make choices about their future with the security of health care.,1
BarackObama,"""Because of Obamacare, another 20 million Americans now know the financial security of health insurance.""",1
BarackObama,Stand up for the law that's helped 20 million more Americans gain health coverage. Join Team @Obamacare today:,1
BarackObama,"There's still more work to do, but let's celebrate how far we've come.",1
BarackObama,LIVE: President Obama is in Miami talking about the progress made possible by the Affordable Care Act.,1
BarackObama,Tune in at 1:55 p.m. ET to watch President Obama speak about the successes of the Affordable Care Act.,1
BarackObama,There's a lot of misinformation floating around. Make sure you've got the facts—join the @OFA Truth Team:,1
BarackObama,"From coast to coast, editorial boards are denouncing Senate obstructionism. Take a look: #DoYourJob",1
BarackObama,"Our Supreme Court has been short a justice for far too long. #DoYourJob, Senate leaders.",0
BarackObama,The need for a ninth justice is undeniably clear. #DoYourJob,1
BarackObama,We can't afford to let this be the new normal. #ActOnClimate,0
BarackObama,Denying climate change is dangerous. Join @OFA supporters in standing up for bold action now: #ActOnClimate,1
BarackObama,"Climate change is real, but so is the progress we're making to #ActOnClimate. Let's keep it up.",1
BarackObama,This is just the latest step forward in the push to #ActOnClimate.,1
BarackObama,Read why @FLOTUS is fighting to ensure that girls everywhere have access to quality education. #LetGirlsLearn,1
BarackObama,"Wildfires in the next few decades could be ""unrecognizable"" to previous generations—because of climate change:",1
BarackObama,Senate leaders are blocking the Supreme Court nomination for their own political gain—don't be silent: #DoYourJob,0
BarackObama,Senate leaders have recognized Judge Garland's impeccable credentials in the past. He deserves a fair hearing and an up-or-down vote.,1
BarackObama,We need a fully functional Supreme Court. Editorial boards across the country agree: #DoYourJob,0
BarackObama,The American Bar Association gave Judge Garland its highest rating. Senate leaders: #DoYourJob and fill the #SCOTUS vacancy.,1
BarackObama,Denying climate change is dangerous. Join @OFA supporters in standing up for bold action now: #ActOnClimate,1
BarackObama,"Cynics, take note: When we #ActOnClimate, we build a stronger future.",1
BarackObama,"""That’s how we will overcome the challenges we face: by unleashing the power of all of us for all of us."" Read more:",1
BarackObama,Check out the most recent editorial boards calling on Senate leaders to vote on Judge Garland: #DoYourJob,1
BarackObama,"Senate leaders have undercut the functionality of the Supreme Court, and that's unacceptable. #DoYourJob",1
BarackObama,Senate leaders' political games are handicapping the Supreme Court—and judgeships across the country. #DoYourJob,1
BarackObama,LIVE: President Obama is speaking at a reception celebrating #HispanicHeritageMonth.,1
BarackObama,Support the bold steps we're taking against climate change. Say you're ready to #ActOnClimate:,1
BarackObama,"Last week, more than 190 countries reached a landmark deal to reduce carbon pollution from aviation. #ActOnClimate",0
BarackObama,Let's leave our children and grandchildren a planet that's healthier than the one we have today. #ActOnClimate,1
BarackObama,Climate change's effects are devastating. Denying the science behind it does nothing to help. #ActOnClimate,0
BarackObama,"""On behalf of Michelle and our family, G’mar Chatimah Tovah."" —President Obama #YomKippur",1
BarackObama,"""LGBT individuals deserve to know their country stands beside them."" —President Obama #NationalComingOutDay",1
BarackObama,The Supreme Court must remain above politics. Judge Garland needs a hearing and a vote. #DoYourJob,0
BarackObama,Don't stand idly by while Senate leaders continue to block Judge Garland from a fair hearing and vote: #DoYourJob,1
BarackObama,"Judge Garland is just as qualified now as he was in 1997, Senate leaders. It's time to #DoYourJob.",1
BarackObama,Dispel misinformation with facts from the @OFA Truth Team.,1
BarackObama,"The uninsured rate is the lowest it's been in decades, thanks to #Obamacare. Spread the word.",1
BarackObama,Deadline tonight—help rein in payday lenders that succeed by targeting vulnerable Americans: #StopTheDebtTrap,1
BarackObama,The Obama administration and @CFPB are working to protect consumers and #StopTheDebtTrap.,1
BarackObama,"Our economy is on a better, stronger course.",1
BarackObama,The economic progress we've made is undeniable—let's keep it up.,1
BarackObama,Check out President Obama's essay in @TheEconomist on the unique challenges the American economy faces.,1
BarackObama,"The economy added 156,000 jobs in September—extending the longest streak of total job growth on record.",0
BarackObama,ICYMI: Read about the historic #ParisAgreement and what it means for the fight to #ActOnClimate.,1
BarackObama,The cost of clean energy technology dropped significantly over the last eight years. Get the chart: #ActOnClimate,0
BarackObama,This historic step in the fight to #ActOnClimate came faster than anyone predicted.,0
BarackObama,"""Today is a historic day in the fight to protect our planet for future generations."" —President Obama #ActOnClimate",1
BarackObama,LIVE: President Obama is delivering a statement on the Paris Climate Agreement.,1
BarackObama,Read from @NYTopinion about why filling the Supreme Court vacancy is crucial for our democracy: #DoYourJob,1
BarackObama,Enough is enough. Say it's time for Senate leaders to get to work: #DoYourJob,1
BarackObama,"""Everybody cares about their kids, their grandkids, and the kind of world we pass on to them."" —President Obama",1
BarackObama,Take what matters with you.,1
BarackObama,"We've come a long way, but the fight for fairness and an economy that works for everyone continues.",0
BarackObama,Side-by-side for 24 years. Here's to many more. #HappyAnniversary,1
BarackObama,Facts matter. Stay informed with the @OFA Truth Team:,1
BarackObama,"In the weekly address, President Obama discusses why access to paid leave is so important. #LeadOnLeave",1
BarackObama,Parents shouldn't have to choose between a paycheck and taking care of a sick child at home. #LeadOnLeave,0
BarackObama,"After thirty years in Congress, Senator, this should not be your proudest accomplishment. #DoYourJob",1
BarackObama,We need a fully functioning Supreme Court. Speak up if you agree it's time for a hearing and a vote: #DoYourJob,1
BarackObama,"There has never been a more qualified nominee, Senate leaders. He deserves a fair hearing and a vote. #DoYourJob",1
BarackObama,It's the Senate's job to fairly consider Supreme Court nominees. Their refusal to do so is unacceptable: #DoYourJob,1
BarackObama,"""Everybody gets sick."" Check out what President Obama is doing to extend access to paid sick leave: #LeadOnLeave",0
BarackObama,Never underestimate the strength and resilience of the American economy.,0
BarackObama,The @OFA Truth Team makes it easy to stay informed. Join today:,1
BarackObama,"This is no accident—we're making a comeback because together, we've fought hard to support American families.",0
BarackObama,We're better off than we were eight years ago.,1
BarackObama,"Household incomes are up, and the poverty rate is down across all demographics.",0
BarackObama,"As long as Senate leaders keep refusing to do their jobs, @OFA supporters will continue speaking out against their obstruction. #DoYourJob",1
BarackObama,Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: #DoYourJob,0
BarackObama,"Important, tough conversations require solid facts. Get them from the @OFA Truth Team:",1
BarackObama,"These are high praises from the American Bar Association—and yet, Senate leaders refuse to even consider Judge Garland. #MerricksMerits",1
BarackObama,Senate leaders' unprecedented obstruction of the Supreme Court nomination must end. Your voice matters: #DoYourJob,1
BarackObama,The American people are waiting for Senate leaders to do their jobs.,1
BarackObama,Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: #DoYourJob,0
BarackObama,"Senate leaders need to work for the good of the American people, not seek out political points.",0
BarackObama,Watch President Obama and @CEAChair Jason Furman discuss the positive gains the American economy has made.,1
BarackObama,Here are 16 broken records we shouldn't be proud of.,0
BarackObama,Stay informed. Stay engaged. Speak up. Join the @OFA Truth Team:,1
BarackObama,"Another record broken: 16 months in a row of undeniable, record-breaking heat.
 #ActOnClimate",0
BarackObama,Happy #FirstDayofFall.,1
BarackObama,We can't sit idly by. Climate change is likely to threaten our national security—we must act now. #ActOnClimate,0
BarackObama,Judge Garland is highly qualified for the bench—even some Senate leaders who are now blocking his hearing have agreed. #MerricksMerits,1
BarackObama,Senate leaders' blind obstruction of Judge Garland's nomination sets a dangerous precedent. We can't stand idly by.,0
BarackObama,"Enough of the shameless partisanship, Senators. #DoYourJob and fill the Supreme Court vacancy.",1
BarackObama,Help keep the pressure on Senate leaders to give Judge Garland a fair hearing before their next recess. #DoYourJob,1
BarackObama,The American Bar Association gave Judge Garland its highest possible rating. He deserves a hearing and a vote. #MerricksMerits,1
BarackObama,"""Their right to inherit a healthy planet is a sacred responsibility."" —President Obama #ActOnClimate",1
BarackObama,Communities are already experiencing the effects of climate change—we can't afford not to act. Take a look:,0
BarackObama,"As the #UNGA meets, take a look at the progress we've made thanks to American leadership in the world.",1
BarackObama,LIVE: President Obama is speaking at the 71st Session of the United Nations General Assembly. #UNGA,1
BarackObama,LIVE: President Obama is delivering a statement in New York.,1
BarackObama,President Obama commemorates #HispanicHeritageMonth in an address to @CHCI.,1
BarackObama,Senate leaders are putting politics above their basic responsibility to hold a hearing for Judge Garland. #DoYourJob,1
BarackObama,"Six months is long enough, senators. It's time to #DoYourJob and give Judge Garland a hearing.",1
BarackObama,"The Supreme Court should remain above partisan politics, Senator. #DoYourJob",1
BarackObama,Progress starts with a conversation. Make sure you have the facts to get yours started:,1
BarackObama,"When we protect our lands and waters, it helps us protect our climate for future generations. #ActOnClimate",1
BarackObama,"""There is no 'election year' exception in Article II."" Sen. Leahy calls on senators to give Judge Garland a hearing:",0
BarackObama,"President Obama just made history by protecting nearly 5,000 square miles off the New England coast. #OurOcean",1
BarackObama,LIVE: President Obama is speaking at the 2016 Our Ocean Conference. #OurOcean,1
BarackObama,We need nine justices for a fully functioning Supreme Court—and editorial boards across the country agree.,0
BarackObama,We can't let Senate leaders ignore their constitutional responsibilities. #DoYourJob,0
BarackObama,Stay informed. Stay engaged. Speak up. Join the @OFA Truth Team:,1
BarackObama,The U.S. is on track to hit two million solar installations within the next two years. Momentum is building:,0
BarackObama,Time is almost up for Senate leaders to do the right thing and fill the #SCOTUS vacancy. #DoYourJob,1
BarackObama,"Median household income: ⬆
Poverty rate: ⬇
Uninsured rate: ⬇

Middle-class economics works.",1
BarackObama,"In 2015, we saw the fastest household income growth on record and the largest drop in the poverty rate since 1968.",1
BarackObama,The Supreme Court must remain above partisanship. Senate leaders: The time to fill the vacant seat is now.,1
BarackObama,ICYMI: This is a really big deal.,1
BarackObama,"Vice President Biden speaks on the ""dangerous precedent"" Senate leaders are setting by refusing to do their jobs.",0
BarackObama,These are records we can't keep breaking. We must work together to #ActOnClimate.,0
BarackObama,Meaningful action on climate change can't wait. President Obama explains why in this @nytimes interview.,1
BarackObama,"We need to keep up efforts to fight climate change at every level—locally, nationally, globally. #ActOnClimate",0
BarackObama,Senate leaders are back in session. Keep the pressure high—call out their obstructionism. #DoYourJob,1
BarackObama,There's no need to overcomplicate the process. #DoYourJob,0
BarackObama,We must take bold steps now—climate change is already impacting millions of people. #ActOnClimate,1
BarackObama,"Congress is back, and they have important work to do before their next recess. Make sure you say where you stand:",1
BarackObama,Stay in the loop with important facts. Join @OFA's Truth Team:,1
BarackObama,Rising sea levels are already flooding homes and roads along America's coasts. The time to #ActOnClimate is now.,0
BarackObama,"Fewer Americans are uninsured than ever before, thanks to #Obamacare.",1
BarackObama,Congress is back from recess. Help put the pressure on Senate leaders to give Judge Garland a hearing: #DoYourJob,1
BarackObama,The process is clear. The Supreme Court and American people are waiting for Senate leaders to get to work.,1
BarackObama,Senate leaders have 32 days before their next recess to give Judge Garland a hearing and a vote. Call them out now:,1
BarackObama,"The Paris Climate Agreement is a big deal in the fight against climate change—and now, a big step closer to reality.",1
BarackObama,The United States is leading the way in the fight to #ActOnClimate.,1
BarackObama,"Conservation not only protects diverse lands and species, it's also an important part of battling climate change.",1
BarackObama,"""When we protect our lands, it helps us protect the climate for the future."" —President Obama #ActOnClimate",1
BarackObama,President Obama has a message for America's workers today—check it out: #LaborDay,1
BarackObama,"In the weekly address, President Obama commemorates the labor movement that helped build this country.",1
BarackObama,"Recess is almost over, and editorial boards across the country are calling for Senate leaders to do their jobs.",1
BarackObama,"When Americans stand together, there's no challenge too great to solve—not even climate change. #ActOnClimate today:",0
BarackObama,"Unemployment: ⬇
Deficits: ⬇
Uninsured rate: ⬇
Jobs: +15.1 million",1
BarackObama,"It's been a long road, but we're far better off than we were eight years ago.",1
BarackObama,"The economy added 151,000 jobs in August—extending the longest streak of total job growth on record.",0
BarackObama,Senate leaders return from recess next week. They need to get to work on a vote for Judge Garland—say so. #DoYourJob,0
BarackObama,"Recess is almost over, and editorial boards across the country are calling for Senate leaders to do their jobs.",1
BarackObama,"Stay in the loop with important facts, brought to you weekly. Join @OFA's Truth Team:",1
BarackObama,Senate leaders need to hear you expect a vote on Judge Garland when recess ends—say you'll let them know: #DoYourJob,1
BarackObama,We can't afford to have a Supreme Court that's short-handed. Here's why:,0
BarackObama,"The American people need their legislators to be dedicated to solutions, not obstruction. #DoYourJob",0
BarackObama,Senate leaders have a job to do—join the thousands reminding them when they reconvene next week. #DoYourJob,1
BarackObama,"Summer's almost over, Senate leaders. #DoYourJob",1
BarackObama,"Have meaningful, fact-based conversations. Join OFA's Truth Team:",1
BarackObama,Show off your pride in this movement—grab your Organizing&amp; tee:,1
BarackObama,Senate leaders must put country before party politics. Read why it's time to give Judge Garland a vote.,1
BarackObama,It's not too late for Senate leaders to give Judge Garland a fair hearing and up-or-down vote. Say you agree.,1
BarackObama,"Obstruction—especially when it comes to the Supreme Court—is nothing to be proud of, @SenateMajLdr. #DoYourJob",1
BarackObama,President Obama continues his track record of protecting millions of acres of federal land and water. Take a look:,1
BarackObama,Speaking up is the first step. Let's build on our progress one conversation at a time. #WomensEqualityDay,1
BarackObama,Say you'll continue the fight to make gender equality a reality in America: #WomensEqualityDay,1
BarackObama,"We've come a long way, but there's still more to do to make sure women are truly treated equally. #WomensEqualityDay",1
BarackObama,"Organize for change in your community, and look good doing it.",1
BarackObama,"""These are our American cathedrals, and they belong to you."" —Jonathan B. Jarvis, director of the @NatlParkService",1
BarackObama,"Happy 100th birthday, @NatlParkService. Here's to the next 100. #NPS100",1
BarackObama,We need nine Supreme Court justices. The Senate needs to do its job and vote on Judge Garland: #DoYourJob,0
BarackObama,This is nothing more than shameless partisanship. The Supreme Court should be held in higher regard. #DoYourJob,1
BarackObama,Get important news delivered straight to your inbox—join the @OFA Truth Team:,1
BarackObama,"Rhode Island just built America's first offshore wind farm, which will create clean energy and fight climate change.",1
BarackObama,America's leadership in the fight against climate change pays off in more ways than one. #ActOnClimate,1
BarackObama,We can't wait any longer to restore our Supreme Court to full capacity. Tell Senate leaders: It's time for a vote.,1
BarackObama,The Supreme Court isn't some partisan football to be kicked around. Senate leaders should stop treating it like one.,0
